vote_id,vote_average,vote_count
71066,6.5,10
13299,6.3,131
13250,6.8,16
42790,6.5,23
9867,4.8,57
15495,6.3,15
53896,5.7,63
14148,4.3,4
48737,6.7,161
13198,7.2,21
14804,0,1
111744,4.1,8
36328,6.1,6
23817,7,1745
13885,6.1,1782
6637,8.1,7
12130,7.9,1581
7345,6.9,14
42529,6.5,342
6538,6.4,32
40682,4.9,758
440,6.6,214
6575,2.7,34
19213,5.5,13
19103,6.2,134
6076,5.9,81
9546,6.7,18
40860,5,2
111854,6.9,153
14047,0,0
1488,6.6,31
14118,6.3,293
54318,7.2,126
69315,6.7,24
45871,7,1011
6023,5.7,10
26990,6.1,1013
6557,0,0
107282,7.1,13
28363,7.6,14
17181,6,6
69557,3.3,6
110909,6.5,11
31068,7.3,9
60141,3.5,30
32307,6.7,43
49367,6.8,15
28272,6.1,219
4787,4.9,33
21847,5.3,11
33358,7.7,194
7508,7.1,16
20629,4,104
10253,6.6,8
44434,7,40
5259,5.7,7
47841,7.1,954
8329,5.2,49
14062,7.1,25
51992,6.9,8
49717,4.1,227
2312,6.6,142
13195,7.8,3
78705,7.3,10
30535,6.4,2297
7191,5.9,146
12085,4.2,30
24624,6.8,69
4170,5.9,201
13252,6,17
42635,5.7,161
11908,3.9,30
15017,5.5,4
86241,5.2,38
8875,0,0
37780,6,13
18290,6.5,83
10247,5,5
43604,5.6,7
3575,6,15
28303,6.4,7
27507,7.1,11
71068,6.8,3
111747,7.3,8
32716,5.6,4
41845,7.4,27
25078,7.8,435
14069,4.9,11
15053,6.1,23
81522,4.7,174
6933,5.3,40
14423,5.9,241
8090,6.4,1009
7555,3,6
16988,3.8,370
7278,5.5,284
9030,4.7,70
14220,5.3,147
13160,7.6,22
27357,7.1,11
10834,5.9,85
13059,6.5,1555
11253,6.6,6
58470,5.8,9
38007,7.4,1414
8321,6.1,10
17665,7.1,32
4034,7,24
1479,5.6,37
2282,7.3,3
100526,6.4,9
62652,7.2,33
53094,6.7,6
244145,6.9,34
59474,7.6,6
19275,6.8,53
7973,5.4,6
15020,5,1
34981,6.8,80
13054,7.3,20
18893,6.1,5
55294,5.6,14
43691,5.2,96
7839,7,12
77245,5.5,75
19384,5.2,213
13121,3.9,7
71072,5.4,22
46885,6.5,18
13315,6.8,34
42041,5.7,58
13490,5.4,454
8676,6.1,11
43705,6.2,13
12855,6.7,10
37003,6.7,13
15030,7,6
12167,6.6,18
28093,7,3
20520,7.5,11
76235,6.4,22
48131,5.9,1855
8247,6.1,23
7992,4.4,6
14105,6.7,638
8390,6.8,20
21490,6.8,4
95169,6.1,115
13641,6.3,4
113788,6.3,11
18652,6.5,2
125742,6.3,731
7461,6.3,593
8204,6.5,658
8328,7.6,74
14073,5,2
94009,7.3,31
12650,5.7,6
72602,6,2
25919,3.9,27
15365,6.4,498
12184,5.4,255
13260,6.2,241
7942,6.9,15
36091,7,1
117001,7,4
38052,6.6,53
13362,5.9,18
10844,6.8,38
21043,6.1,11
23312,6.1,32
11161,3.9,25
6473,0,0
90387,7.3,6
33034,6,1
38804,3.7,16
21373,5,91
13493,5.1,934
7840,6.6,708
8848,5.8,374
13460,6.3,927
12222,6.3,562
8461,7.3,145
7862,6.5,165
12246,7.3,3
16666,4.3,243
12177,5.9,25
15511,5.4,194
13025,6.8,51
2239,6.5,409
7985,6.6,66
7343,6.6,5
28816,6,13
14066,5.1,6
37300,7,173
13016,6.8,24
10797,6.4,10
6391,6.6,115
14011,5.3,5
29004,5.3,6
18586,5.4,51
13196,7.6,29
3764,8,22
14793,5.2,128
8944,5.2,21
15124,6.1,24
33166,5.5,4
45757,5.9,88
28260,6.8,100
12178,6.3,50
14054,6.1,38
8060,4.5,13
22551,6,3
43797,6,20
383,5.9,6
78307,4.4,9
12453,7.6,54
28205,8.3,12269
155,5,2
72608,6.5,16
29369,6.3,8
29907,6.6,7
46883,7.3,9
36527,6.8,6
79161,3.6,21
18070,6.5,15
14014,6.5,511
8456,6.7,11
22521,0,0
79156,7.9,28
42536,6.1,110
13688,5.5,284
8457,7,3
86792,7,28
32579,6.6,26
11534,5.5,22
18633,5.6,23
19333,6.6,14
31409,5.6,62
13495,5.2,14
27323,4.1,8
22060,7,10
511,6.5,47
7797,6.6,5
8093,6.5,1406
8065,5.8,74
12890,7.7,16
15185,5.8,4
44813,7.4,12
60612,7.5,8
31421,5.1,30
24411,5.7,131
4942,7.1,35
14044,6.7,3
42143,6.2,47
11483,6.8,25
36223,8,32
25904,6.1,84
8988,7.2,45
7944,6.4,16
18031,7.3,13
18218,7.3,10
46982,7.1,19
13317,7.5,6
14272,6.3,6
28705,7.4,7
35760,5.5,25
16283,7.2,23
7351,7.3,22
8281,5,1
99339,6.8,14
8267,6.7,152
13312,5.6,341
10488,5.6,270
11152,7.7,22
15260,5.4,5
18181,6.4,1194
9870,5.6,67
14424,4.9,394
11918,6.3,369
1266,6.9,132
12473,6.2,508
13335,6.4,211
8827,6.4,9
12156,5.7,359
7459,5,77
9997,6.2,3
28704,6.1,16
38376,5.7,70
8319,8.3,4
92299,6.3,476
1729,6.4,19
12179,6.1,88
13079,6.1,12
24701,6.3,8
28131,4.3,75
14324,6.4,130
10503,7.2,200
13007,6,79
9017,3.5,11
25119,6,2
53196,6.4,22
38163,6.7,146
13258,5.9,71
14236,6.5,7
13784,6.2,11
27918,6,20
28435,5.8,24
31604,6.3,14
38661,5.8,22
40044,5.5,13
40214,5.7,21
40045,6.6,41
1810,5.7,15
47120,6.3,58
7861,5.7,200
13018,5.8,205
8780,7.1,49
10886,6.7,18
13650,5.5,20
29291,4.1,33
13359,7.1,9
26232,4.8,170
8617,6.4,18
6967,7.4,8951
1726,6,3
22194,6,410
10761,6.4,77
12400,6.6,21
16135,5,49
14000,5,6
43664,7.2,4444
8681,5.3,36
16450,6.1,15
12198,7.7,430
14784,6.9,143
13001,6.4,9
13412,6,51
13162,5.9,89
13243,7.3,165
13008,5.8,949
9029,5.3,6
15957,5.4,480
8277,5.3,26
17106,6.7,37
12586,7,6
41648,7.3,8
3014,6.3,3
43822,5,1
87541,7.3,11
16042,6.3,1668
2454,6.8,29
12197,7.3,11
32684,7,19
25527,7.8,100
17483,2.4,8
14530,7.6,20
21182,5.6,86
13191,6.8,4
38834,6.5,209
15356,6.8,12
15281,5.7,2558
217,6.2,35
13534,6.5,4
50700,5.3,7
85514,4.4,12
10120,0,0
60676,6.2,8
22498,5.7,16
37481,6.7,9
12808,6.1,5
82437,5.4,8
43145,8.1,11
44260,6.9,16
38282,5.7,191
12245,5.3,184
10885,6.3,22
15378,6,525
4564,6,509
10665,5.7,60
10822,7,41
13636,5.7,211
9022,7.2,33
31512,3.4,11
14103,6.9,3231
9502,7.7,3
16117,7.6,5
130639,7.5,7
51929,6,13
74349,6.6,43
14050,6.6,50
14019,6.6,8
15776,6.5,36
17221,5.5,24
37308,5.8,9
29377,6.7,33
26119,5.3,11
42358,4.5,7
50231,6.4,18
4857,7.3,4
79761,5.7,11
37626,5.8,15
48564,6.5,13
46189,8.5,2
72609,6,1
117044,5,1
114348,3.8,4
95402,6.3,78
14305,7,4
72445,7.4,9
20017,7.9,12
45996,5.5,1068
10661,6.6,10
60261,5.4,76
13172,6.8,14
45791,6.7,61
9789,6.1,53
13848,5.6,6
51484,4.5,28
3687,5.9,17
22090,5,31
2982,6.3,6
42657,5.7,34
45408,5.7,5
82731,6.7,30
37412,6,9
66180,6.9,12
31742,6.2,127
12912,6,8
13170,7.1,155
14748,6,64
15691,6.9,18
13206,6.3,83
14392,6.6,23
18467,6.2,28
14882,4.9,968
8645,6.1,3086
1724,5.8,23
5759,6.5,53
13405,7.1,11
49258,7.8,6439
10681,6.4,2583
8909,6.2,3050
8960,6,30
15728,6.8,8
23676,6.9,29
1938,6.1,4
75141,6.3,21
42473,5.5,10
13993,6,1072
11665,5.9,73
13019,5.2,15
21074,7.4,8
26354,7.4,10
22905,5.6,148
10748,6.6,11
27509,6.6,9
14949,5.2,9
78998,6.9,156
12889,5.5,16
28681,4.8,3
41850,6,12
85559,4.9,12
51890,7.9,17
45698,7.9,31
26302,5.9,7
32263,6.2,5
27506,5.6,5
111305,5.8,11
27505,2.5,2
27504,5.8,8
64852,4.1,4
78321,4.7,7
77765,5.3,6
45512,6.9,9
43031,6,199
13205,5.6,5
30106,5.2,13
13065,6.4,35
8359,7.2,29
13003,6.2,95
13990,6.4,7
15272,3.8,6
80659,7.1,47
10842,3.8,9
72163,6.1,17
29882,5.6,26
40630,5.7,16
31658,6.4,26
14349,7.2,84
12172,6.9,32
64131,5.1,39
15125,6.7,15
8847,7.3,3
43869,7.8,18
94525,4,1
125550,4.3,80
13009,6.7,72
13675,8.5,2
33588,6.6,12
16800,7.4,12
56224,6,39
14111,6,10
17479,4.6,5
32604,6.4,1435
11631,5.5,8
20158,6.7,638
8265,7,9
42718,6.2,18
15654,5.6,8
14634,5.3,8
14414,5.5,4
428,6.3,8
20548,4.6,50
14145,7.2,22
9010,6.2,151
13022,6.5,11
68259,5.3,33
9783,6.5,45
10190,6.5,10
43487,7.3,84
13353,5.1,4
16019,5.4,8
46531,6.7,50
13614,5.3,6
4966,5.8,1353
88751,5.1,381
11260,6.4,68
13964,5.6,17
13692,5.5,59
13910,6,54
10818,4.8,99
14456,6.2,10
15840,7.2,14
15830,6.9,18
25647,6.4,18
14898,5.7,19
12416,6.6,42
572,7,13
36226,6.5,2
60531,5.6,22
13021,6.8,163
16007,5.5,2
158800,4.9,15
18035,7.1,26
43253,6.7,18
14820,6.5,197
6687,5.1,102
11802,6.2,15
2002,7.3,3
78527,6.8,151
12914,7,2892
13183,5.3,15
116333,5.3,10
13255,5.1,47
14154,8,1
32666,7,1
80523,6.9,58
12247,6.6,17
22100,6.8,6
19244,7.4,17
32008,7.1,239
13012,6.5,1084
12133,6.2,55
12568,5.5,534
8836,6.5,16
13259,7.5,282
14048,0,0
12270,6.1,18
18846,5.9,342
10898,6.4,52
13541,6.9,41
11910,5.3,39
17245,6.4,15
30112,5.6,147
12192,7,10
70846,5.9,36
16725,5.3,6
117129,6.3,26
15865,8,2
4140,6.1,81
14061,7.5,2
85685,7.1,38
43680,5.9,16
16700,5.7,3
167928,5.2,1418
1735,5.8,66
10187,6,294
10185,6.7,99
10183,6.4,10
31082,6.6,60
13996,6.7,1050
5038,6.7,171
13851,7,40
19877,7,2
46871,7.9,18
28273,7.6,75
15859,4.2,9
31922,6.7,25
14654,5,26
13251,7.9,28
1661,7.7,41
41245,6.6,1169
10189,7.1,207
12289,6,9
45579,5.5,43
15069,7.1,27
2012,5.4,8
18056,6.6,10
18803,6.1,244
10188,5.5,55
13300,6.4,73
11671,7,2
63474,6.6,5
15570,7.8,4
155796,5.5,32
15208,6,6
15662,5.7,21
22029,6.1,884
13649,6.5,1707
7446,5.8,56
14878,5.8,434
12180,5.8,64
13107,6.9,9
29568,5.1,142
13256,6.4,50
13436,7.8,294
8885,7.5,997
13310,6.1,56
12621,6,1205
10483,5.6,548
12620,6.5,11
13579,5.6,159
10186,7,15
15320,6,494
13515,6,19
5592,4.4,46
13956,7.5,6
60230,6.6,11
43389,5.9,10
31018,6.3,79
13637,4.9,10
18116,5.5,20
15661,5.1,58
13564,5.7,38
14566,6.9,24
14298,6.5,1251
4944,3.1,250
13805,5.4,687
9381,6.6,210
13291,4.8,48
13991,6.4,7
22319,4.6,96
13972,6.7,43
16182,6.1,50
14771,6.7,22
43040,4.1,135
15206,4.7,323
8285,7.6,70
118309,6.8,12
18539,6.4,12
21335,6.6,104
12165,5.3,5
85574,5,336
13184,5.5,7
12818,6.2,29
27521,6.7,41
13726,5,1
102305,6.8,70
35854,5.2,12
14075,5,11
22554,7,7
18596,6.8,12
26431,7,6
38019,3.5,4
43177,3.5,6
39368,6.7,23
3865,6,35
13484,5,61
14458,6.8,4
25795,5.9,382
13389,5.9,294
13279,6,4
38140,7.1,35
3,6.4,288
12797,5.8,18
8908,7.3,10
15822,6.5,20
4998,3.1,46
16456,5.1,14
3041,0,0
71139,7.7,3
41264,5.8,8
24777,6.8,12
20802,7.3,35
47721,4.6,8
14232,5.6,96
14098,6.1,66
14643,6.1,23
30944,7.9,40
50759,5,2
38226,6.3,305
12690,6.3,90
12412,6.4,26
37050,6.4,23
38311,5.3,3
37776,7,2
54669,6.5,10
73169,7,23
1984,5.7,9
38361,6.9,25
73920,6.3,1038
13027,6.2,247
13092,7.5,42
25126,5.9,160
14326,7.1,16
50011,6.4,387
12182,6.4,7
14928,8.5,6
38616,7.3,581
9539,5.7,3
81296,6.8,16
46492,6.2,5
131805,6.9,51
13200,4.5,3
38601,7.7,31
822,6.7,228
8882,7.1,9
42095,5.2,179
13401,5.2,23
20015,6.7,406
12783,3.1,23
12683,7.8,5
3097,7.4,27
15981,4.8,5
41666,6.1,165
14976,6.5,919
12113,6.2,614
13600,6.2,25
10078,6,7
30266,6.1,28
11874,6.5,2
19566,5.2,625
13051,7.3,3
39816,6.1,734
10358,6,144
10523,5.4,223
13596,6.7,9
56942,5.5,9
71206,7.4,286
4960,7,1
120481,6.5,21
32620,7.4,159
12837,6.3,61
14914,4.1,20
13948,6.8,22
25142,7.5,870
7735,4.7,32
14791,6.8,13
76406,6.1,4
101929,0,0
2397,6.4,231
12689,5.1,4
15935,5.9,15
15450,5.4,28
25741,5.6,343
13812,6,7
108634,6.8,39
27361,0,0
225614,4.6,48
13489,6.3,243
13150,5.3,15
13414,7.1,71
14325,6.7,30
41474,6.9,29
41477,5.9,27
16068,6.4,29
15289,6.9,19
56295,6.9,851
13809,0,0
34100,6.1,858
11887,5.7,10
41073,6.5,1
83683,7,3
59403,0,0
69299,6.9,152
13253,6.6,57
114796,7.8,15
17800,6.7,11
30977,6.2,1866
10527,6.8,41
13506,6,1
53772,6.4,393
8338,7.3,1151
3580,4.8,31
36073,6.8,1113
20766,7.6,2918
12405,6.1,3015
10764,5.4,7
18548,6.1,9
4701,6.4,575
15373,5,2
120828,3,2
173634,6.9,31
8938,5.8,84
16061,5.1,4
73059,6.3,33
16166,6.9,19
2588,6.6,155
13672,8,7
47184,8,1
158959,6,6
44283,6.1,28
42884,0,0
215471,5.9,10
13516,7,77
14943,6.8,8
19147,7,3
96395,5.7,7
52561,5.9,13
42664,6.1,63
4627,4.3,2
43052,7.3,26
21501,5.7,20
16882,5,1
127257,7.2,11
49355,6,432
13655,7.5,74
13905,6,848
11917,6.7,31
8892,4.3,46
12525,0,0
82519,6,348
13523,6.3,47
14655,4.8,36
15749,6.5,38
22358,4.9,217
14405,6.4,4
43985,5.7,9
20065,7.3,3
14089,8,1
208385,5.8,9
84050,6.6,11
9999,6,15
17099,0,0
58570,7.6,49
29452,5,1
125749,7,3
111759,6.6,34
8905,6.6,10
3520,7.4,23
43372,8,5
88435,4,3
77650,5.4,5
17704,3.9,11
36571,4,6
36572,6.2,20
37327,5.5,2
28684,6.9,179
8841,7,4
54615,6,213
13220,7.1,9
16509,3.6,10
34867,7,2
10565,6.3,712
6972,6.3,1798
13053,5,4
32862,7.1,628
10139,6.7,22
29320,5.8,3688
8966,6.3,116
16342,5.9,1110
13387,5.3,337
12193,7.7,1492
14574,6,111
10900,7.4,9
56256,7,100
14438,5.6,154
14248,4.1,21
20919,5.8,71
12224,7.2,311
10360,6.9,89
14299,5.6,298
13056,5.5,30
15026,7.1,43
13793,7.2,26
35790,4.6,6
38831,6,3
45838,5.8,179
13394,6.5,15
2574,6.3,7
72495,7.2,40
34283,5.9,4
114390,6.8,4
85844,7.2,120
14447,5.7,6
17157,7.5,19
1964,4.2,9
44626,7.1,4
65502,4.8,6
17912,6,3
43962,5.9,18
28148,8,2
93260,6.6,8
109539,6,3
116973,8.3,2
74485,4.9,4
174122,0,0
200311,5.2,1057
10200,6.8,209
8881,6.7,155
8880,4.2,154
11127,7.5,22
18117,3.9,4
109711,6.8,19
18926,7.5,5
86782,6.5,17
25852,7,7
39407,6.3,7
39409,6.3,5
37584,7,445
14359,6.6,32
19486,0,0
126754,7.8,3181
13223,7.2,333
11499,7.2,835
8055,6.5,10
3054,6.7,64
14072,5.4,15
20542,6.2,17
12449,6.3,8
5816,7.6,69
13980,7.1,70
8276,8,1
61751,7.5,2092
11321,4.8,4
52615,6.6,31
41966,0,0
89453,4.7,3
120862,5,1
42655,7.3,1031
12163,5.5,11
14772,6.3,6
27991,5,2
87894,6.5,26
9050,7,2
86082,6.5,2
79090,5.5,3
47499,5.9,10
60488,6.3,3
111302,5,1
112912,5.8,14
80616,7.6,8
2694,3.9,6
39558,4.6,7
36573,7.3,3398
4922,5,1
159849,6.4,1869
10201,5.8,10
75686,0,0
297983,6.7,1195
2253,5.9,22
14422,0,1
40873,7.3,403
38142,4.4,10
34812,3.5,21
16268,4.4,4
15033,5.1,12
14806,7.3,6
51817,5.8,2
84397,3.1,7
59158,0,0
105371,7,90
6936,5.1,61
13954,5.4,15
13406,6.5,4
14357,9,1
185156,5.9,924
10202,6.3,19
28564,6.1,7
23604,6,128
13973,6.8,824
4148,7.1,54
194113,7.6,44
51247,7.1,71
17845,4.7,25
13827,7,1
362026,6.4,29
15676,8.4,146
15584,6.4,421
13971,5.3,6
89573,6.7,580
13813,7.2,79
13180,6.6,4
42366,6.9,1392
14306,6.5,13
8049,5.4,6
20028,6.7,3
141971,6.7,26
31047,6.9,19
8927,7.5,953
12429,8.5,2
53519,6.5,2
53518,5.4,5
70191,7.2,5
51808,5.3,3
18151,6.2,10
28256,5.8,60
16205,5.2,3
15331,5.9,41
17287,5.2,8
50988,6,2
113916,5.8,5
29741,6.7,9
29262,5.9,28
9795,5,4
87790,5.8,11
26758,4.8,31
25528,6.4,65
8942,5.6,334
13690,6.1,69
16409,5.7,7
113921,7.5,1309
14756,5,11
27244,3.9,20
35945,3.8,2
54406,5,93
10596,7,7
60547,6,1
368955,6.4,7
49256,5,1
86084,5.7,214
13944,5.8,260
10199,5.9,884
10521,7.6,14
26235,7.3,243
13635,5.3,303
14435,5.7,13
21966,6.2,21
52886,6,3
37373,8,1
170094,0,0
260528,6.3,75
13177,0,0
34696,0,0
221861,5,1
114403,7,313
14139,4.5,22
16999,7.4,44
8280,0,0
125705,6.3,7
36746,7.9,7
36402,6.9,15
317,6.2,1447
12437,6,610
2309,6,1
86363,7.1,7
60542,5,1
162865,8.2,10
47658,6.9,10
31688,6.2,11
14076,5.2,50
13942,4,18
18543,3.5,19
21029,3.5,2
50307,6.3,16
49511,5.1,11
27440,6,116
13825,8,1
250093,6.2,12
15227,5.2,807
14560,6.6,163
14410,4.8,373
13788,4.5,52
13429,6.1,57
6733,5.4,75
14871,6.2,8
35077,6.7,103
14353,5.8,6
27447,6.3,424
14254,6.7,15
16137,6.2,33
17803,3.5,4
101838,8.3,2
214436,5.4,50
14549,3.2,5
80193,6.3,2
169869,6,2
56816,6.8,15
38205,5,1
168261,6.1,354
10529,4.5,3
75880,4.2,5
160783,2,3
58782,4.7,3
62753,0,0
417285,6.3,26
14582,7.4,16
46595,5.4,14
50318,0,0
253116,6.1,6
94533,4,5
44052,6.8,9
63938,5.3,150
1977,6.1,7
46725,6.7,415
13510,7.5,11
15554,7.3,1432
14836,6.5,16
48350,5,1
97915,7,99
15003,6.7,3
24194,6.4,79
14851,5.9,671
13455,6,373
4959,6.6,157
10362,6.2,988
10184,6.7,20
16170,5.8,67
14849,5.7,3
36764,6.3,3
111459,6.8,12
37309,5,3
131729,6.1,16
52105,6.2,5
60539,6.5,4
28196,7.9,20
1560,6,4
85394,7.2,134
15060,7.5,51
26900,5.7,205
15189,5,3
133328,6,186
13492,7.3,6
70089,6.4,28
4832,7.3,6
135938,6.4,59
7353,6.7,49
14711,6.7,16
52512,7.5,14
98193,6.5,4
49600,6.8,6
24171,7.1,4
47980,6.3,42
5677,6.7,6
44618,7.7,202
16804,6.8,31
25405,6.1,4
73953,5.9,107
1961,5.3,4
15148,7.5,2
54838,3.5,12
15945,3.7,3
171840,6.8,4
68190,6,23
14204,5.6,398
20829,7,109
30508,3.7,42
15039,7,4
13639,5.6,5
47561,7.6,23
18884,7.4,37
26036,5,2
434306,4,32
14977,5.6,4
157909,5,3
21851,5.1,27
15105,5.5,26
17314,4.5,24
24351,4,3
94405,6.1,4
110761,6.4,52
38087,7,3
16177,7.1,30
29363,4.3,5
79331,4.1,6
36499,3.9,113
15268,5.4,34
17317,7.2,14
434,6.4,52
15670,6.3,2
206034,6.7,189
19255,10,1
43034,5.2,8
29117,5.7,223
14979,6.5,2
18208,6.7,17
41054,6.5,4
37468,7.5,166
8832,7,10
50013,6.5,79
8279,5.7,5
14063,5.7,566
13207,7.1,196
15067,4.4,35
14853,5.4,323
15159,7.1,13
18529,3.1,73
7916,0,0
38789,8.7,7
90324,7,3
67384,5.9,10
36281,6.6,9
42818,5.6,10
29717,9,3
43873,5,30
17158,6.5,10
24221,7.9,16
17077,4,2
47497,4.3,25
10049,4.3,26
9914,5,1
40227,5.3,46
20421,8.3,4
125858,4.1,4
111014,7.8,236
14301,4,31
8382,6.3,80
13849,6.5,12
27061,6.6,9
43146,5.6,6
85330,4.1,5
53574,6.5,2
74286,0,0
30906,5.4,12
26939,5.1,33
26127,4.7,107
13613,6.5,531
16538,6.3,21
19998,7.8,13
5334,5.8,8
26387,5.5,8
7517,6.5,23
34474,6,66
13094,6,317
18781,0,0
27757,5.7,203
16558,5.9,1528
13811,6.5,12
17003,6.1,5
80314,0,0
161006,5.9,156
16353,7.4,1020
15472,5.6,9
52528,6.5,256
13090,6.5,80
15854,5.7,7
53651,6.3,2
58076,5.7,9
143240,8.2,5
73856,4,32
14180,4.7,14
36836,5,26
17166,6.1,7
47739,5.4,110
16325,6,1
113321,5.2,54
17097,7.3,17
46799,5.7,16
19950,6,1464
15512,5.1,18
14735,6.2,15
24220,7,69
21946,6.9,25
20529,5.4,14
30155,4.4,7
39914,6.1,18
42914,7.5,6
36392,7.5,16
62437,7.1,157
6968,5.9,178
13161,6.7,10
16197,4.5,10
53828,7.4,18
34015,6.3,27
13808,6.9,134
14637,6.2,30
15912,5.8,15
18096,7.7,85
18094,7.2,7
33811,5.3,3
53863,5.6,229
16991,6.1,6
99283,5,3
94854,6,11
43396,6.4,748
16614,6.7,9
31273,5.2,22
18558,5.5,39
16071,6.1,787
20048,6.7,31
8747,5.1,158
16258,7.2,59
15451,0,0
330711,3.7,3
82962,5.5,40
22705,6.3,55
16005,0,0
55748,5.6,7
39331,1,1
284117,0,0
55500,2.9,475
14164,6.6,10
3632,5,59
9841,6.5,4
91099,5.9,8
97421,6,2
43250,0,0
142973,4,2
55773,5.7,6
1940,7.2,9
33726,5.7,3
61070,4.2,3
93562,5.7,50
13557,4.8,15
10041,8.1,18
31132,6.5,2426
13804,7.4,19
34796,5,10
35849,6,24
35022,5.5,10
45965,4.8,14
19976,7.5,12
1387,3.6,22
21376,6.5,28
16867,7,194
19833,7.6,19
16919,7.3,6
15580,6.4,37
15801,6.3,10
8902,6.5,12
19618,6,13
83099,6,29
27644,7.2,678
18947,0,0
128857,6.6,10
46096,6.3,4
67857,6.1,1388
16996,4.7,3
168538,6.6,105
8833,7.9,6598
16869,6.7,489
16995,6.7,3
99224,4.7,8
94139,7.2,9
10000,7.2,29
44967,7.5,2
91603,5.3,2
84908,7.2,8
45882,7.2,156
21641,6.1,6
13119,5.9,878
15092,6.8,6
51472,6.5,2
51263,4,9
24365,8.1,10
38872,6,1
95977,7.6,1831
17431,0,0
38870,3.8,9
67849,3.3,2
112582,7,1
205410,6.7,12
13123,6.1,41
33974,6.3,3
45949,7.1,330
18320,6.6,12
49571,7,1
53204,4.4,60
17436,6.2,13
30843,6.2,4086
2080,5.2,83
17680,6.4,9
36175,3.3,8
53624,5.5,2
120528,4.3,5
17073,7.3,139
21191,0,0
270952,7.4,4574
13475,5.4,10
24273,8.2,3
38464,6.4,43
22152,6,86
16279,6,10
72891,7.5,29
6461,4.3,7
23391,6.2,33
11160,5.9,43
168643,4.6,5
19350,7.1,110
15384,8,1
156908,6.9,16
48116,4.9,25
15342,5.4,10
25004,4.3,29
17124,7,1
210487,7.7,7
64115,3.6,124
17532,7.5,136
10946,4.2,10
23590,7.2,44
30416,7.5,3
65503,0,0
38869,5.7,19
17027,6.2,95
15577,6.5,2183
13448,0,0
288035,4.4,7
92312,5.3,4
80592,3.5,3
90120,5.3,13
17635,6,19
42738,5.4,36
14141,7.4,7
30312,7,5
47906,6.6,5
111752,5.9,6
122160,6.3,69
17740,6.2,11
42943,6.1,320
13532,6.1,10
18495,5.4,4
180162,5.7,48
25218,6.8,10
24053,7.5,2
53947,5.3,55
15705,7,61
14448,5.5,102
21583,5.9,2496
534,5.9,2026
18360,5,1
38008,5,1
2049,6.1,25
19375,5.8,5
23997,5.3,126
18238,6.8,206
21755,5.6,4
43378,4.8,2
121707,6.4,29
30239,0,0
101362,7.6,16
8211,7.6,44
8429,7.3,31
44012,6.6,15
10541,6.4,80
19955,8.3,3
90799,7.5,2
39194,6,2
36460,6,1
27502,7.2,23
15555,7.5,26
40022,5.4,9
86764,5.4,8
42062,4.5,49
14126,6.6,237
17332,6.2,449
18405,9,2
155426,7.4,54
21832,6.2,995
16871,7.8,7048
14160,7.7,15
21967,7,74
14003,6.4,112
16899,4.7,73
21724,6.8,34
8282,6.8,8
31404,6.7,24
42513,6.2,6
83868,5.5,16
4934,7,306
15588,4.8,4
61109,4.3,2
129089,5.8,37
14857,6,194
17927,6.5,7
77822,5.4,25
14330,7.8,32
26508,5.1,18
28677,5.7,16
19203,7.1,62
15712,6,112
13975,7.2,6324
18785,5.9,80
16164,6.4,687
17609,6,18
33104,6.3,39
37924,6.4,5
43321,5.4,8
18869,6.4,10
17829,6.5,27
16345,6,2
81512,6.3,2
115306,6.3,2
200796,5.4,19
27134,5.3,5
37024,4.1,8
53622,6.8,115
761,5,21
11914,5.9,7
64968,4.5,4
34300,6.8,2
58018,6,3
70806,8.4,5
45560,5,3
26506,6.6,32
13856,5.2,99
14536,4.9,19
13710,5.7,21
15084,6.1,313
14451,5.4,387
18162,5.2,35
34482,5.1,17
16324,4.7,3
50600,6.5,2
18468,5.7,134
19724,6.2,971
18487,6.9,25
27799,6.8,68
8883,5,4
49767,5.6,7
29314,5.9,9
40465,4.8,9
10272,7.1,11
23924,5.6,35
18061,7.2,9
21179,7.4,31
42341,6.3,11
18760,5.3,23
11693,5.7,7
40509,4.7,12
15073,5.3,26
31544,4.6,7
84119,8,63
33409,6.7,1858
18240,2.4,7
51260,6.7,23
28110,3.8,8
89484,5.7,7
48288,4.6,538
17610,6.1,14
8933,0,0
156917,5.3,6
37911,5,4
38773,6.4,17
8269,5.5,20
45779,5.7,37
27085,6.6,30
8940,7,6
133,6.9,11
20152,5.7,30
14938,5.7,20
19508,4.3,2
66770,7.2,1881
12162,7.5,18
4498,6,1
176810,5,2
170477,7,3
75015,8,1
18507,5.9,13
16240,7.5,19
50030,6.3,3
81223,5.4,5
24772,6.5,4
67515,6.8,16
29082,6.4,68
8284,6.3,11
4250,6.1,7
32451,6.3,6
62128,6,3192
8373,7.9,181
62320,5.7,46
24734,3.3,3
75317,5.6,14
8939,6.3,8
35404,0,0
91205,5.2,15
53906,7,45
19079,6.8,365
19265,5.6,716
12556,6.9,4
43638,6.4,6
4990,6.6,21
43192,6.5,1371
11322,6.5,2330
8355,7.5,2
10821,7.5,174
176241,5.7,19
47075,5.7,6
41385,6,10
25728,6.4,9
20301,7.4,26
24232,0,0
242737,6.8,8
50201,7.4,26
52109,6,3
251657,4,12
24927,0,0
183871,0,0
156063,7.1,614
10024,4.3,15
10788,4.2,18
15423,5.3,8
33321,6.4,7
69426,5.8,8
16226,5.9,9
42659,7,45
16440,5.8,5
37021,5.3,6
62186,3.9,9
22612,7.2,2993
